StudentID,Gender,Grade,SES,AttendanceRate,AttendanceDays,MathScore,ReadingScore,ScienceScore,BehaviourScore,Extracurricular,AverageScore,PerformanceBand,AtRisk,PerformanceCategory,RiskScore
S1012,Male,11,Low,0.9134743910925885,164,83.60240228114041,69.90131396491631,74.83330074449063,7.341044113611203,None,76.11233899684912,Average,False,High,0.0
S1013,Female,11,High,0.9441027033259365,170,63.074783820616574,66.49026987379744,63.06605493522687,6.421835411959224,Debate,64.21036954321363,Below Average,False,Low,0.0
S1014,Female,9,High,0.9614086395026668,173,75.39718942786637,63.27112278459497,63.582933084615775,6.116877591181105,Sports,67.41708176569237,Average,False,Moderate,0.0
S1015,Female,12,Middle,0.8959267716868499,161,66.20909097953935,93.02574964895433,81.71430473457133,7.591574409845415,None,80.31638178768834,Strong,False,High,0.1425629909602555
S1016,Female,10,Middle,0.9334455489086251,168,80.68150891018516,70.92347553295915,99.04516210387533,6.941041008642461,Arts,83.55004884900654,Strong,False,High,0.0
S1017,Male,9,Low,0.9207555440469077,166,69.16564501865176,75.47780095861472,56.69314909208153,10.0,Science Club,67.11219835644934,Average,False,Moderate,0.0
S1018,Female,9,Low,0.92586056591293,167,74.01482755790495,71.83056610935161,72.20297813230039,2.6282543448925786,Sports,72.68279059985231,Average,True,Moderate,1.0672855447983396
S1019,Female,11,Low,0.8736194129686721,157,91.67144923111498,67.13966956139903,88.52318944053758,9.364712333460432,Science Club,82.44476941101719,Strong,False,High,0.9233205460964782
S1020,Male,11,Middle,0.9214706104555366,166,46.79425212553981,52.12007636074064,60.022395956123376,9.642953346495734,None,52.97890814746794,Below Average,True,Critical,3.5105459262660297
S1021,Female,9,Middle,0.949879897474727,171,92.61379671041502,71.3908573912853,87.39062536416301,3.6678975816653314,Arts,83.7984264886211,Strong,True,High,0.5994460882506009
S1022,Female,11,Middle,1.0,180,87.03749612884235,70.61430683354835,67.43581711294169,6.783162330655372,None,75.02920669177747,Average,False,High,0.0
S1023,Female,9,Low,0.9775562495651124,176,75.21879841872132,71.97356820939639,64.41713489581306,6.731406441207576,None,70.53650050797692,Average,False,Moderate,0.0
S1024,Female,11,High,1.0,180,58.38586490748208,57.82523922255678,76.17520544450076,4.866478949507922,Debate,64.12876985817987,Below Average,True,Low,0.060084472721435134
S1025,Male,9,Middle,0.8739591462267171,157,64.87525956320277,32.33554821351599,35.87796086183889,5.999929962336425,Arts,44.362922879519225,Poor,True,Critical,8.729968442305289
S1026,Female,11,Middle,0.9723392382032408,175,68.26521220270917,47.398733872160356,52.49584539779238,5.400963478161509,Science Club,56.053263824220636,Below Average,False,Low,1.973368087889682
S1027,Male,10,Middle,0.9310005203443011,168,67.3484190884039,49.76210542027597,62.03426085974301,10.0,Sports,59.71492845614096,Below Average,False,Low,0.14253577192951994
S1028,Male,12,Middle,1.0,180,70.9148018496992,59.86154460928627,71.47528655472786,9.08422110766543,Debate,67.41721100457112,Average,False,Moderate,0.0
S1029,Female,9,Low,0.8715021028786909,157,58.33035441014203,66.99193240404578,61.4358246017819,9.688799170989487,Debate,62.25270380532324,Below Average,False,Low,0.9974263992458192
S1030,Male,10,Middle,0.8696166894691535,157,66.21860439498572,85.73531093318599,79.87668165983122,8.699009715277823,Science Club,77.27686566266765,Average,False,High,1.0634158685796284
S1031,Female,9,Middle,0.8840364412733587,159,42.8752397879305,54.89087730883716,53.28096679512533,5.367706811808988,None,50.349027963964325,Below Average,True,Critical,5.384210573450285
S1032,Female,12,Low,0.7925662565414117,143,61.16563474871152,61.504257128069284,84.34415510681868,6.455863520696408,Science Club,69.00468232786649,Average,True,Moderate,3.760181021050592
S1033,Male,12,Low,0.8884546986991544,160,49.78982995180923,56.0384033975727,59.00314861799032,8.280874210210253,None,54.94379398912408,Below Average,True,Critical,2.9321885509675565
S1034,Non-binary,10,Low,0.8744520403067781,157,63.83111783250628,63.14554385455898,58.73640035346761,5.200169943994498,Sports,61.904354013510954,Below Average,False,Low,0.8941785892627656
S1035,Male,11,Low,0.9290236271885725,167,74.91093138116217,61.14350185306408,79.20965573868054,8.683397174310299,None,71.75469632430226,Average,False,Moderate,0.0
S1036,Female,12,High,0.9405053585466296,169,77.18004454473333,74.20562433249692,70.56974450583897,6.967414283315358,Sports,73.98513779435642,Average,False,Moderate,0.0
S1037,Female,11,Middle,1.0,180,57.40179306185419,74.28159408442315,52.109255317872176,6.725322546410725,None,61.264214154716505,Below Average,False,Low,0.0
S1038,Male,11,Middle,0.9770254302911631,176,93.91873769533913,81.08683614610632,87.04951440907188,8.679727942766284,None,87.35169608350577,Strong,False,High,0.0
S1039,Female,9,Low,0.8853857806602559,159,62.93740912346713,64.319270116673,69.0890249888312,8.199673960674872,None,65.44856807632378,Average,False,Moderate,0.5114976768910456
S1040,Female,9,Middle,0.8660951197190986,156,81.53366824825737,82.90375061630967,76.05267031118179,6.750260901525657,Sports,80.16336305858295,Strong,False,High,1.1866708098315504
S1041,Male,12,Middle,0.9495151502903904,171,65.19171266577462,39.067903928289965,69.20058587722478,9.486793646055647,Arts,57.820067490429786,Below Average,False,Low,1.0899662547851072
S1042,Female,12,Low,0.8407860075787615,151,67.13042991936041,75.13305369229802,73.85709426465812,5.454086010320185,Arts,72.04019262543885,Average,True,Moderate,2.0724897347433466
S1043,Male,11,Middle,1.0,180,93.12292090973531,82.16096521591462,87.55458798261023,8.508684092499674,Science Club,87.61282470275337,Strong,False,High,0.0
S1044,Female,10,Middle,0.9907664072432772,178,44.00478808060309,32.32568590941829,37.609547755633834,8.467582264343092,Sports,37.980007248551736,Poor,True,Critical,11.009996375724132
S1045,Male,10,Middle,0.8918494608737177,161,67.36176957443577,58.90735429838069,59.59304741016896,6.842816409234818,Debate,61.954057094328476,Below Average,False,Low,0.2852688694198796
S1046,Female,11,Middle,0.8172119282545474,147,81.81655196524467,94.10404426781218,64.96211465721447,7.9870394400358125,None,80.29423696342378,Strong,True,High,2.897582511090843
S1047,Male,12,Low,1.0,180,94.11645676659302,74.33104111888717,52.16294654154114,5.1479955625064555,Arts,73.53681480900711,Average,False,Moderate,0.0
S1048,Male,12,Middle,0.9131276092848429,164,70.07635063794255,70.31313957241053,89.39880111270543,9.063248634572423,Science Club,76.59609710768616,Average,False,High,0.0
S1049,Female,12,Middle,0.9942689787184078,179,59.442208209391985,68.90542279161558,53.28256427622688,7.06717615440262,Science Club,60.54339842574481,Below Average,False,Low,0.0
S1050,Non-binary,11,Middle,0.824334340472338,148,66.80767218542715,84.6332763789488,60.12515395511172,6.459098563065729,None,70.52203417316257,Average,True,Moderate,2.6482980834681706
S1051,Male,9,High,0.8840374986227737,159,64.5771019836925,77.45357632150996,45.5979720392579,9.288216606506401,Science Club,62.542883448153454,Below Average,False,Low,0.5586875482029213
S1052,Male,9,Middle,0.920314621983091,166,79.6395134668525,85.55005806919925,76.62376726302266,6.1321813570230335,Debate,80.60444626635814,Strong,False,High,0.0
S1053,Male,12,Low,0.9228188356258845,166,86.94321543069007,68.2306191202644,58.82215218553957,4.864769666545593,Science Club,71.33199557883135,Average,True,Moderate,0.06085365005448322
S1054,Male,11,Low,0.8929960717112454,161,90.25627442480098,81.33524176742473,89.47138354626611,4.598067487656973,Debate,87.02096657949727,Strong,True,High,0.42600712066077395
S1055,Male,9,Middle,0.95737099594085,172,61.35001346903562,69.59884487532614,74.15564729995673,8.490817912422152,None,68.36816854810615,Average,False,Moderate,0.0
S1056,Female,9,Low,0.8559427742370443,154,57.82516958008779,73.20546429137967,56.267221859352844,5.0952271655066905,Arts,62.432618576940094,Below Average,False,Low,1.5420029017034487
S1057,Female,11,Middle,0.9114572308987224,164,71.52345731002859,71.52584796130228,86.33365979960763,10.0,Debate,76.4609883569795,Average,False,High,0.0
S1058,Female,9,High,0.927217737902714,167,71.21119526572984,85.17940014641357,83.5510805784555,3.6525270658093008,Sports,79.98055866353296,Average,True,High,0.6063628203858146
S1059,Female,9,Middle,0.9508663300435249,171,73.27750440771196,61.131069326111735,60.69987239507063,10.0,None,65.03614870963143,Average,False,Moderate,0.0
S1060,Female,11,Middle,0.9626968926853334,173,77.50652849126995,86.33384487346588,47.48324113402121,7.779831440964713,Science Club,70.44120483291901,Average,False,Moderate,0.0
S1061,Female,11,Middle,0.8525214744897279,153,81.74736843377295,97.68320602597686,100.0,7.225916398633294,None,93.14352481991659,Strong,False,High,1.6617483928595234
S1062,Male,11,Middle,0.8279531497558628,149,97.92854845448092,100.0,65.55777177354435,6.4191456437438905,None,87.82877340934175,Strong,True,High,2.521639758544804
S1063,Female,9,Middle,0.9966606093139105,179,86.04649434494112,60.88502725117979,48.63373014441699,8.118445005833728,None,65.18841724684597,Average,False,Moderate,0.0
S1064,Female,11,High,0.9399388407187755,169,80.28668016112347,100.0,93.64027138606373,7.332257535635273,None,91.30898384906239,Strong,False,High,0.0
S1065,Male,9,Middle,0.8750908078066069,158,63.226079924381544,67.88429257490522,88.50061958713411,9.38594338762974,Arts,73.20366402880695,Average,False,Moderate,0.8718217267687606
S1066,Female,10,High,1.0,180,50.4011594851148,40.67974354533572,58.385233762970934,7.605609767591671,Sports,49.82204559780715,Poor,True,Critical,5.0889772010964265
S1067,Male,11,High,0.9269404780575715,167,63.247532168861405,54.547991762502264,62.54205546951475,7.67054317063138,Science Club,60.11252646695948,Below Average,False,Low,0.0
S1068,Female,11,Low,0.9907578310438296,178,56.13593967441803,45.66737117394085,52.498040364342586,6.74549801801506,Sports,51.433783737567154,Below Average,True,Critical,4.283108131216423
S1069,Non-binary,12,Low,0.9240511088846066,166,87.88388357916779,70.59933170912154,73.31599377930738,7.297497877302079,None,77.26640302253223,Average,False,High,0.0
S1070,Male,11,Low,1.0,180,70.45154827533412,75.92653994259412,76.81030644814227,7.954043184005707,Arts,74.39613155535683,Average,False,Moderate,0.0
S1071,Female,11,Low,1.0,180,84.13427530191886,85.95394771185619,91.92916198699716,4.321696893218075,Debate,87.33912833359074,Strong,True,High,0.3052363980518663
S1072,Female,9,Low,0.9050621510912557,163,62.129936205024684,74.7039371548211,73.96513952468871,4.973266240209717,None,70.26633762817816,Average,True,Moderate,0.012030191905627463
S1073,Male,10,Middle,0.9782942570572614,176,62.06149325487444,87.65122688180041,65.74486237529841,8.737875369240887,None,71.81919417065775,Average,False,Moderate,0.0
S1074,Male,10,Low,0.9587225569751089,173,81.6215972454639,96.50075550510827,71.4132210855351,7.707557788630296,Sports,83.17852461203576,Strong,False,High,0.0
S1075,Male,9,Middle,1.0,180,63.41195492708326,48.39328931897167,39.65962552323764,7.068829994565178,None,50.48828992309752,Below Average,True,Critical,4.755855038451241
S1076,Male,12,High,0.8621045923651938,155,69.65126170694107,74.1694060008166,54.897806555348936,7.433181079517708,Debate,66.23949142103554,Average,False,Moderate,1.3263392672182188
S1077,Female,10,Low,0.9611630875999064,173,83.48826184303259,81.33066426710795,77.2669860586961,8.025647069651008,Science Club,80.69530405627887,Strong,False,High,0.0
S1078,Female,12,High,0.9835054692109753,177,54.09273608991438,58.77862680521565,41.371053979132725,6.42843257544315,None,51.414138958087584,Below Average,True,Critical,4.292930520956208
S1079,Female,11,Low,0.8144756308146132,147,97.60898125296399,75.5199154316975,71.68915534632544,5.999051494275838,None,81.6060173436623,Strong,True,High,2.9933529214885395
S1080,Male,12,Low,0.8490044892400536,153,100.0,72.74556805312287,74.86089840146775,7.752521459175827,Sports,82.53548881819687,Strong,True,High,1.784842876598126
S1081,Male,11,Middle,0.797646069334394,144,61.707857303987176,50.99928836829208,77.93656789663638,5.638929000292943,Science Club,63.54790452297188,Below Average,True,Low,3.582387573296211
S1082,Female,11,Middle,0.9038355899333266,163,74.69898796809319,82.18639049672294,85.77654845329855,8.13485496028605,Science Club,80.8873089727049,Strong,False,High,0.0
S1083,Female,10,High,0.9630525353477578,173,100.0,100.0,80.54330825742099,4.335349512371888,Sports,93.514436085807,Strong,True,High,0.2990927194326504
S1084,Female,9,Middle,1.0,180,81.00130995696504,68.83371690000757,61.28611369499856,9.252480147186159,Science Club,70.37371351732372,Average,False,Moderate,0.0
S1085,Female,11,High,0.9244456868251866,166,93.44572029296437,88.14452790521432,81.38635891548618,8.250675468343477,Sports,87.6588690378883,Strong,False,High,0.0
S1086,Male,10,Low,1.0,180,72.3269510587767,54.455778238495995,53.66279527013397,7.860853521764977,Sports,60.148508189135555,Below Average,False,Low,0.0
S1087,Male,9,Low,0.8371939125071066,151,58.20894665855191,47.62249364453412,56.555536066452255,9.168843771101926,Sports,54.12899212317942,Below Average,True,Critical,5.133717000661558
S1088,Male,11,Middle,0.8177970536386907,147,87.87057810545404,82.98409616557069,84.46455078877646,10.0,Debate,85.10640835326707,Strong,True,High,2.877103122645826
S1089,Female,9,High,0.9166671380662029,165,72.81402989492267,70.15087881260298,49.04354954045724,9.225866117032636,None,64.0028194159943,Below Average,False,Low,0.0
S1090,Female,12,High,0.9430439269363585,170,81.06361665860635,87.01414406975353,70.9125499080923,4.086426383603039,Debate,79.6634368788174,Average,True,High,0.4111081273786326
S1091,Male,12,Middle,0.9180383151143544,165,71.34085094989157,61.13815227299814,49.92785568963655,5.096761459875737,Science Club,60.802286304175425,Below Average,False,Low,0.0
S1092,Male,12,Middle,0.7959534739976074,143,88.41450480484824,86.45588540983836,68.73408146944456,6.275326560147779,Arts,81.20149056137706,Strong,True,High,3.641628410083741
S1093,Male,10,Middle,0.9146527976292327,165,87.69690116790011,74.65736903793702,76.20176460486876,7.446963890379501,Science Club,79.51867827023528,Average,False,High,0.0
S1094,Male,9,Middle,0.8417318299697089,152,98.27206924147005,81.8968336316274,65.52054199577809,8.331786236844422,Science Club,81.89648162295852,Strong,True,High,2.039385951060191
S1095,Male,12,High,0.9601803529298023,173,72.36690208963945,72.83274265112308,67.28455059334703,6.093661136323762,Sports,70.82806511136987,Average,False,Moderate,0.0
S1096,Male,10,High,0.9419958947658109,170,67.09031997331101,73.63240668220033,65.56512278721274,7.736180176058741,None,68.76261648090802,Average,False,Moderate,0.0
S1097,Female,12,Middle,0.8636072128203587,155,61.72197227494554,45.06730599775407,62.77973495478379,6.04031072176402,Arts,56.52300440916114,Below Average,False,Low,3.0122453467068775
S1098,Female,12,Middle,0.8891679849597984,160,78.73357054417022,78.95734402661972,65.90762221973327,6.299267954614494,None,74.53284559684107,Average,False,Moderate,0.37912052640705574
S1099,Female,12,Middle,0.8564471886866629,154,68.35824920666586,87.94842810386528,87.16901021627666,4.8680100256732,None,81.15856250893593,Strong,True,High,1.583743884413858
S1100,Female,10,Low,0.9162392541636097,165,84.77059648847323,74.45379908615845,79.33610842622329,5.7381801570003725,Sports,79.52016800028498,Average,False,High,0.0
S1101,Male,10,High,0.9773085392300743,176,57.000627986594885,63.496247910805174,53.639960698615965,4.9669677098906,Sports,58.04561219867201,Below Average,True,Low,0.9920584312132247
S1102,Female,12,Middle,0.8608564372198674,155,82.7227192706161,85.88154271781258,80.65824607159077,5.643428144640802,None,83.08750268667315,Strong,False,High,1.3700246973046426
S1103,Male,10,High,0.9502427909310707,171,100.0,89.61371819807458,90.70063459602329,9.29655523389411,Science Club,93.43811759803263,Strong,False,High,0.0
S1104,Male,9,Middle,0.8881845428976536,160,78.87220951888345,71.00847245407563,74.44981954194147,5.691082000102503,Sports,74.77683383830019,Average,False,Moderate,0.41354099858212534
S1105,Female,11,High,0.8724276300642594,157,94.98591523225828,87.47693943925432,91.92746666273561,10.0,Debate,91.46344044474942,Strong,False,High,0.9650329477509222
S1106,Female,12,Middle,0.9135781784027266,164,49.11596820095794,61.48454297183412,52.69461273268957,8.287972221585601,Sports,54.431707968493875,Below Average,True,Critical,2.7841460157530626
S1107,Male,11,Low,0.8578854606548376,154,64.5266792205352,66.61870473359727,47.43513438475351,7.732705022650773,None,59.52683944629532,Below Average,False,Low,1.7105891539330245
S1108,Female,11,High,0.8867810416791692,160,57.11019882455941,54.54775840449855,33.62930429515173,5.854955995673816,Debate,48.42908717473656,Poor,True,Critical,6.248119953860801
S1109,Female,9,Low,0.8481273264446691,153,100.0,85.61700274909525,100.0,8.660557782936184,Arts,95.20566758303175,Strong,True,High,1.8155435744365807
S1110,Female,11,Middle,1.0,180,76.77460552671869,85.7976762720838,64.41375552233585,6.363851912772008,Sports,75.66201244037944,Average,False,High,0.0
S1111,Female,12,High,0.9221158131183037,166,73.52448722571394,44.696100363403865,61.40393197111547,7.619617666361651,Sports,59.87483985341109,Below Average,False,Low,0.06258007329445547
S1112,Male,9,High,0.8780164695204449,158,77.85346035294539,84.69851481918677,65.17555086014586,10.0,Arts,75.90917534409267,Average,False,High,0.7694235667844301
S1113,Male,11,Middle,0.9328387946440534,168,74.26866423005423,41.836707423416584,64.44337520186389,7.227092180495631,Sports,60.182915618444895,Below Average,False,Low,0.0
S1114,Male,12,Middle,0.9132603170185503,164,100.0,97.08705528277373,95.39952697248164,9.468691987314216,None,97.49552741841846,Strong,False,High,0.0
S1115,Male,11,Middle,0.9067418240280066,163,76.34086944140613,62.47362513206744,83.02807491044007,6.134282434773403,Sports,73.94752316130455,Average,False,Moderate,0.0
S1116,Male,11,Low,0.9568500020026055,172,79.39170263242411,60.66060425377057,63.577831292820036,7.337020717105469,Science Club,67.87671272633824,Average,False,Moderate,0.0
S1117,Female,11,Middle,0.9654504626028384,174,82.57529071834789,90.15664057319097,80.49914110902232,10.0,Debate,84.41035746685372,Strong,False,High,0.0
S1118,Male,10,Middle,0.8881699311433684,160,73.30777463533528,72.56279996903353,66.418640248243,6.2714592959820195,None,70.76307161753726,Average,False,Moderate,0.4140524099821069
S1119,Male,10,Middle,0.8854509055613192,159,76.62750822033264,76.80514322692602,93.13809956908345,10.0,None,82.1902503387807,Strong,False,High,0.509218305353828
S1120,Male,12,Middle,0.9034968981709014,163,73.25062403325398,61.0920213247436,47.63832234436113,8.673953483819856,Arts,60.66032256745291,Below Average,False,Low,0.0
S1121,Male,12,Middle,0.7818847301158649,141,67.39246729152134,80.95098773064004,77.75582738790223,6.387559803390318,None,75.36642747002121,Average,True,High,4.134034445944729
S1122,Female,12,Low,0.8290885362680869,149,95.91399069916916,94.27569097724269,97.92206276702139,8.538333930299938,Science Club,96.03724814781107,Strong,True,High,2.48190123061696
S1123,Female,12,Middle,1.0,180,81.143832404468,75.59811053616261,89.2830315283747,9.150598009328114,Science Club,82.00832482300177,Strong,False,High,0.0
S1124,Female,11,Low,1.0,180,100.0,99.08464089469702,86.26536293089568,8.519257931990953,Sports,95.11666794186424,Strong,False,High,0.0
S1125,Female,11,Middle,0.9050578376266173,163,50.633542834988035,60.42160263437397,61.56720488549152,4.573595504197179,None,57.54078345161784,Below Average,True,Low,1.4214902973023489
S1126,Male,12,Middle,0.954593417783346,172,54.53552368418114,45.115505068959266,57.56285687668812,6.091153083515237,Science Club,52.404628543276175,Below Average,True,Critical,3.7976857283619125
S1127,Male,11,High,0.9386750092726122,169,74.26267570944943,65.637520510111,66.02053694251933,6.9544664560072915,Arts,68.64024438735991,Average,False,Moderate,0.0
S1128,Female,11,Middle,1.0,180,88.32393923980774,85.17553706317314,79.30749011541343,7.2660198276199175,Science Club,84.26898880613145,Strong,False,High,0.0
S1129,Male,12,Low,0.9871744946860747,178,84.47279561092151,91.78229390067283,100.0,8.51720977559122,Science Club,92.08502983719812,Strong,False,High,0.0
S1130,Female,12,Low,0.9123249445111541,164,46.138429176490185,47.552555233751434,43.11550659334383,7.7198618016798575,None,45.60216366786182,Poor,True,Critical,7.198918166069092
S1131,Female,10,Middle,0.8626675735639745,155,100.0,86.2112844946615,73.65657403773659,4.996380154321818,None,86.62261951079937,Strong,True,High,1.3082638558160753
S1132,Female,10,Middle,0.8236132207845457,148,55.62376621288969,66.20918975609568,66.22108473353958,8.084356131810734,None,62.684680234174984,Below Average,True,Low,2.6735372725409015
S1133,Female,9,Low,0.9322078181520335,168,44.88936759443014,84.56815901267854,89.67452053717415,8.499054341510883,Sports,73.04401571476093,Average,False,Moderate,0.0
S1134,Male,11,Low,0.8746189552829419,157,64.25489199741132,62.292166566961974,48.818001817180686,8.407622806275873,Science Club,58.45502012718466,Below Average,False,Low,1.660826501504705
S1135,Female,9,Middle,0.8346647774241396,150,47.12117769408465,55.01209476233039,65.53288799205144,9.34540530599832,Science Club,55.888720149488826,Below Average,True,Low,4.342372715410702
S1136,Male,10,Low,0.8812056269454485,159,71.66571883623584,90.15059809382956,95.65505514830738,8.901059878188027,Sports,85.82379069279092,Strong,False,High,0.6578030569093046
S1137,Male,11,High,0.8551071197831364,154,79.96338007925438,74.02891803749947,64.3439331891809,8.226524142611186,Arts,72.77874376864492,Average,False,Moderate,1.5712508075902283
S1138,Female,10,Middle,1.0,180,58.958476340819345,53.18908989072103,59.21029999496011,7.2737017193744355,None,57.11928874216682,Below Average,False,Low,1.4403556289165884
S1139,Non-binary,11,Low,0.972898385416967,175,50.81826842786932,53.6919060934718,69.74302096652198,4.410270319671216,Sports,58.08439849595437,Below Average,True,Low,1.2231791081707688
S1140,Non-binary,9,Low,0.919521641521003,166,55.167539621809524,66.3261722737919,61.179306198643594,8.173312794438655,Science Club,60.891006031415,Below Average,False,Low,0.0
S1141,Female,9,High,1.0,180,100.0,90.69325817488414,86.9924547024491,7.7738378368936,Arts,92.56190429244441,Strong,False,High,0.0
S1142,Male,12,Middle,0.9246420984588571,166,75.38691556322335,74.43356967636956,60.06809464415031,7.888841906951672,Sports,69.96285996124774,Average,False,Moderate,0.0
S1143,Female,10,Middle,0.8683229479203042,156,52.970525924788895,53.42979753484842,40.81471725565406,5.101852563523444,Arts,49.07168023843045,Poor,True,Critical,6.5728567035741285
S1144,Female,9,High,1.0,180,87.51745319144533,74.64484392590889,59.5583077803086,5.454098227265128,Debate,73.90686829922095,Average,False,Moderate,0.0
S1145,Female,11,High,0.9523346026210796,171,58.02646949976642,67.0008679420507,53.487914495405384,9.295675135999227,None,59.505083979074165,Below Average,False,Low,0.2474580104629176
S1146,Male,12,High,0.8577652307404127,154,30.0,39.34507699754595,36.9781949672934,7.328800723058022,Debate,35.44109065494646,Poor,True,Critical,13.75767159661233
S1147,Male,9,Middle,0.9085796793149835,164,64.4293809029738,52.36465544099728,60.648729291199835,8.626701255270724,Science Club,59.147588545056976,Below Average,False,Low,0.42620572747151186
S1148,Female,11,Middle,0.8674629047969146,156,68.77292547394089,76.4757347098182,68.56664475540333,7.45097307703483,Sports,71.27176831305414,Average,False,Moderate,1.1387983321079909
S1149,Female,9,Low,0.8370320161421398,151,82.78787087098793,82.47287266084295,61.795519915724746,7.453561051092342,None,75.68542114918522,Average,True,High,2.203879435025106
